time,std.indexOfSentinel,vector.indexOfSentinel,glibc strlen,vector.indexOfScalar,memchr
164626432,35241983,3733190,3555511,3689329,3565340
165675008,35534584,3920479,3739239,3871649,3718672
166723584,35712982,3746241,3619910,3872859,3769329
167772160,35972362,3939779,3786340,3926620,3829950
168820736,36148171,3973150,3808159,3949899,3854189
169869312,36612541,3790189,3678391,3866679,3694960
170917888,36554701,3995828,3851600,4073528,3857920
171966464,36831029,3849970,3765210,3834089,3717050
173015040,37018029,3946589,3940799,4050900,3898699
174063616,37348039,3940389,3765789,3886679,3768940
175112192,37530148,3943650,3817840,3918539,3840559
176160768,41677566,4251058,4270420,4381818,4028598
177209344,38031347,4017968,3859700,3966279,4040180
178257920,38208745,3993729,3862499,3970379,3926889
179306496,38350226,4011109,4002200,4294188,4094918
180355072,39705852,4064139,3976018,4055320,3999369
181403648,38966044,4284688,4124958,4237789,4103699
182452224,39090283,4191059,4123819,4397317,4152699
183500800,39492842,4149789,4012240,4108178,4002999
184549376,39582472,4125238,4024770,4160339,4061788
185597952,39849492,4245948,4122128,4252409,4059259
186646528,39971511,4264658,4231088,4382808,4236280
187695104,40339730,4213928,4080978,4418558,4284278
188743680,40517860,4422998,4296058,4371538,4291708
189792256,40716909,4470229,4305888,4519547,4313968
190840832,41043918,4335469,4164979,4288428,4164348
191889408,41136808,4324378,4196299,4403898,4171918
192937984,41436327,4897516,4447389,4641017,4267818
193986560,41657627,4391217,4237370,4610267,4420128
195035136,41807596,4442458,4432939,4553477,4431458
196083712,42128315,4616287,4526897,4578049,4459847
197132288,42285054,4579088,4486737,4615979,4524317
198180864,43577871,4748856,4545609,4663117,4518187
199229440,42758584,4674786,4619069,4712747,4583917
200278016,42902843,4550557,4552069,4774706,4571277
201326592,43398442,4529938,4562218,4745596,4616287
202375168,43375522,4619118,4499398,4609077,4636097
203423744,43807861,4614098,4674546,4819247,4674927
204472320,43997371,4799326,4666337,4872677,4697408
205520896,44120819,4836997,4698017,4800976,4731678
206569472,44381459,4683557,4544347,4746728,4720007
207618048,44433898,4628507,4602638,4799238,4737066
208666624,44469209,4684096,4564049,4751587,4570407
209715200,44747488,4690707,4591028,4769817,4605907
210763776,44923757,4773618,4640887,4776147,4669906
211812352,48291219,5116046,4876936,4998838,4917766
212860928,45734285,4942396,4761218,4816487,4746056
213909504,45604276,4822556,4690718,4821497,4739887
214958080,47095941,5115707,4961626,5087125,4926408
216006656,46444474,4914986,4755947,4882717,4737877
217055232,46538823,4968746,4818048,5028436,5018586
218103808,46823542,4979767,4831816,4929027,5023416
219152384,46998662,4939636,4843937,4939126,4967758
220200960,47181441,5001246,5048397,5211776,5080946
221249536,47769259,5290556,5092606,5221186,5141515
222298112,47731611,5034726,4911336,5179527,5167685
223346688,47905129,5052656,4958877,5333896,5173545
224395264,48066760,5053156,5046565,5377905,5158737
225443840,48373698,5425975,5222795,5659186,5697924
226492416,49514576,5492205,5304135,5367095,5231867
227540992,49176235,5261285,5244407,5423445,5285615
228589568,49004607,5375985,5285955,5431325,5280286
229638144,49464715,5439345,5284906,5624344,5392545
230686720,49775675,5479545,5363775,5543194,5342387
231735296,49888903,5365075,5382736,5441845,5400985
232783872,50193224,5518554,5349515,5586815,5374586
233832448,50355012,5487796,5423805,5589584,5392375
234881024,50255433,5440375,5436105,5536976,5460235
235929600,50469831,5285147,5289975,5730834,5496835
236978176,51206750,5616555,5499076,5606114,5459545
238026752,51334320,5652594,5463985,5688015,5484885
239075328,51509199,5658705,5568675,5645954,5551715
240123904,51491061,5426014,5313246,5656635,5597324
241172480,51712690,5863704,5620354,5723804,5557586
242221056,55090659,5639395,5597504,5765894,5583445
243269632,52148888,5947613,5736875,5770354,5610704
244318208,53454695,5923083,5714745,5869174,5657525
245366784,52702996,5530885,5454245,5543465,5433405
246415360,52835255,5621575,5672615,5960373,5721904
247463936,52887836,5935514,5725295,5985303,5752194
248512512,53246356,5652374,5535764,5677756,5649814
249561088,53574614,5703204,5703654,5689254,5609706
250609664,53752412,5927355,5880074,5932693,5807215
251658240,53970832,5938084,5865874,5974844,5822383
252706816,54171793,5788194,5882204,6027064,5891803
253755392,54405832,6275413,5932463,6141894,5893974
254803968,54682661,6078663,5915653,6110045,5933833
255852544,54970880,5860764,5799754,6118423,5999914
256901120,55036780,6134123,6004833,6142413,6011815
257949696,56293396,6218553,6066063,6146693,5976775
258998272,55584627,5897865,5807643,5944114,5776055
260046848,55763217,6234094,6037903,6250502,6024445
261095424,55929126,5967424,5907424,6216983,6117243
262144000,56138327,6264293,6098664,6206472,6104513
263192576,56415666,5913675,6024463,6242063,6125013
264241152,56619606,5965693,5888875,5972383,6116183
265289728,56861395,6274363,6133854,6316622,6129793
266338304,57094674,6045153,6140585,6351072,6192702
267386880,57218594,6227824,6214343,6397472,6246093
268435456,60348656,6464182,6256243,6440832,6242284
269484032,57771311,6094764,5977483,6104103,6140995
270532608,58109272,6536502,6348212,6465833,6273153
271581184,58157311,6331322,6285603,6479883,6298982
272629760,58532641,6181162,6057564,6234133,6315773
273678336,60741694,6287202,6135895,6183782,6119273
274726912,58555360,6278043,6170904,6232943,6134832
275775488,58749540,6231703,6146634,6282012,6137463
276824064,58990069,6279014,6166993,6265052,6157784
277872640,59230387,6312434,6216613,6275792,6180114
278921216,59421888,6426142,6266053,6369993,6273413
279969792,59646607,6514292,6296302,6324554,6287622
281018368,59909327,6616761,6294534,6387332,6491262
282066944,60112616,6543412,6314833,6474942,6304623
283115520,60352065,6503793,6329782,6512792,6307624
284164096,60599294,6454782,6346623,6588132,6339363
285212672,60797524,6484022,6391023,6502142,6423272
286261248,61001004,6538601,6380474,6498202,6454092
287309824,61255452,6562463,6396072,6492942,6441354
288358400,61427122,6766421,6498022,6591903,6464222
289406976,61669851,6542792,6449842,6507833,6436692
290455552,61903101,6559603,6466192,6548632,6503512
291504128,62088920,6631963,6489692,6645231,6500133
292552704,62317780,6627651,6505023,6676552,6505282
293601280,62587559,6731992,6556462,6651761,6597342
294649856,62827370,6690451,6555772,6705581,6583053
295698432,63012818,6741201,6642513,6667361,6591271
296747008,63251538,6746452,6610542,6730331,6699753
297795584,63378277,6842471,6692842,6861312,6710811
298844160,63640536,6822971,6711062,6788131,6740672
299892736,63750756,6847592,6705131,6914272,6691381
300941312,63983695,6837331,6743883,6852690,6795422
301989888,64187965,6870081,6752321,6954732,6725301
303038464,64435434,7413909,7222542,7286769,6883611
304087040,64666715,6946550,6771441,6996552,6807361
305135616,64898313,6956320,6797963,6922270,6859791
306184192,65211812,6936242,6866090,6978472,7047171
307232768,65409101,7053101,6857621,6982741,6923660
308281344,65561632,6997191,6923180,6994402,6942681
309329920,65802540,7069351,6914551,7110240,6909262
310378496,66164949,7095260,6941611,7015672,6980600
311427072,66393479,7082251,6966611,7070630,6958602
312475648,66604408,7125460,6997992,7119790,7013350
313524224,66835478,7165250,7001101,7134611,7046851
314572800,67048527,7162231,7035231,7188640,7060621
315621376,67261306,7404559,7195252,7221890,7082980
316669952,67457737,7229079,7054771,7241941,7096430
317718528,67717484,7320691,7105521,7277299,7124932
318767104,67908564,7260469,7116962,7217970,7203840
319815680,68025085,7359169,7220190,7335151,7234120
320864256,68371762,7375811,7322370,7360110,7190820
321912832,68479133,7314091,7366219,7548879,7302791
322961408,68747682,7395359,7215071,7422270,7238460
324009984,68850802,7389430,7234460,7448380,7250160
325058560,69083681,7861909,7855278,7809669,7374530
326107136,69404640,7520190,7309690,7452869,7418020
327155712,69698140,7500450,7384649,7554629,7387141
328204288,69912108,7661419,7355441,7564469,7379619
329252864,70159919,7547999,7431351,7611868,7415590
330301440,70262019,7552638,7418620,7552780,7435019
331350016,72979342,7666178,7413989,7582670,7423280
332398592,70888697,7557199,7432799,7614000,7433589
333447168,71039027,7575009,7429609,7614000,7464489
334495744,71296096,7597969,7499539,7600400,7477759
335544320,71534244,7642150,7520769,7626400,7547859
336592896,71697534,7655090,7563558,7643260,7773609
337641472,71977832,7953580,7646948,7658559,7656630
338690048,72201352,7807739,7591069,7799199,7597750
339738624,72418972,7788470,7612538,7809438,7630571
340787200,72671401,7775330,7715138,7788769,7664390
341835776,72887661,7792369,7712539,7738628,7692450
342884352,73094520,7829349,7670119,7816088,7689070
343932928,73404178,7877610,7726768,7898918,7718680
344981504,73483788,7852190,7752328,7763809,7752209
346030080,73707288,7812869,7765329,7759039,7777569
347078656,73990327,8021139,7805988,7949599,7790038
348127232,74271678,7899888,7786178,7907029,7795779
349175808,74448548,8014357,7850719,7959669,7896158
350224384,74640697,7944588,7848209,8007318,7869648
351272960,74878226,7952428,7917549,8054547,7981179
352321536,75087224,8066819,7888708,8071498,7922139
353370112,75321043,8092889,7926878,8098278,7943518
354418688,75559794,8125908,7950417,8039489,8010598
355467264,75969883,8121837,7949639,8143778,7971037
356515840,76016323,8311757,8122659,8247006,8143049
357564416,76221551,8298458,8114137,8143928,8115208
358612992,76407081,8248148,8059867,8272759,8087797
359661568,76557971,8256987,8117828,8213158,8156977
360710144,76797751,8331596,8186039,8361487,8092268
361758720,77053679,8296698,8178057,8257117,8245638
362807296,77158939,8323238,8129527,8370368,8188797
363855872,77381299,8372317,8181288,8373097,8180228
364904448,77706817,8663387,8375937,8356026,8241439
365953024,77730218,8856175,8587476,8897906,8303747
367001600,78200567,8396946,8272559,8426466,8259828
368050176,78273755,8456748,8289847,8420817,8326438
369098752,78561526,8423007,8321287,8363297,8344577
370147328,78902655,8491347,8335227,8538976,8305138
371195904,79146144,8523107,8318126,8552308,8334876
372244480,79366374,8471206,8390748,8512136,8403858
373293056,79466952,8499998,8397136,8465158,8449876
374341632,79683453,8507266,8412308,8515786,8460926
375390208,79833463,8569487,8426416,8571857,8538137
376438784,80232001,8669006,8447307,8524257,8502076
377487360,80466630,8634977,8523597,8662466,8521887
378535936,80580890,8670066,8538496,8728087,8559176
379584512,83207563,8795326,8574446,8930387,8601626
380633088,81003759,10650520,9399105,9904552,10159403
381681664,81634767,9354604,8770847,9137134,8796526
382730240,81666567,8968656,8703696,8834266,8682336
383778816,81698777,8835195,8631408,8835255,8746626
384827392,82143806,9289594,9222075,9242605,8887395
385875968,82537945,9068356,8969185,9138395,8914536
386924544,82857083,9324654,8862677,8927155,8885167
387973120,83100993,9446424,9564914,9728993,9474324
389021696,83024413,9232076,9318754,10583401,10123202
390070272,83378782,9163676,8876015,8929896,8840326
391118848,83385262,8933355,8795377,8885215,8833387
392167424,83732321,8933065,8831696,8893476,8862435
393216000,83849511,8973736,8804536,8995916,9056925
394264576,84700819,9069895,8863486,9044525,8848967
395313152,84351629,9099605,8916066,8975255,8934775
396361728,84592479,9046196,8913585,9142316,9168374
397410304,84807328,9368456,9092634,9177046,8972255
398458880,85066257,9173135,8971146,9079534,8986057
399507456,85185417,9071554,8994887,9028054,9076896
400556032,85369437,9085295,9021165,9109705,9066845
401604608,85607626,9517425,9306844,10014163,9266464
402653184,85818046,9258485,9101415,9214405,9119315
403701760,86060594,9250725,9107455,9275265,9151185
404750336,86306714,9296024,9112716,9325604,9140106
405798912,86589513,9459354,9194065,9303794,9183596
406847488,86713443,9428774,9137875,9369924,9161335
407896064,87058923,9440054,9207905,9290724,9200874
408944640,87105563,9389074,9174935,9358235,9206634
409993216,87358581,9352835,9280514,9566675,9289744
411041792,87613210,9740775,9334064,9507204,9318344
412090368,87732810,9456855,9354984,9446795,9353784
413138944,87907309,9507195,9272114,9479855,9305134
414187520,88276449,9700734,9366144,9454755,9355543
415236096,88546598,9773694,9415154,9536945,9378483
416284672,88725528,9525624,9365864,9528395,9390384
417333248,88944886,9568755,9421884,9500894,9429974
418381824,89274706,10917911,9850922,10136223,9523893
419430400,89469106,9643744,9493973,9640035,9457583
420478976,89661625,9579855,9509673,9564135,9552193
421527552,89924235,9626313,11063449,11425440,10899420
422576128,92789827,10567440,10109643,10289701,10106454
423624704,91989679,10385852,10032542,10190423,10046932
424673280,92093087,10245983,10004152,10161643,10014692
425721856,92296569,10187311,10014684,10338371,10392752
426770432,93252105,11575268,10913880,11579039,10798670
427819008,101755412,10635231,10054463,9917952,9754884
428867584,91486990,9839753,9678063,9838773,9677764
429916160,91682599,9922014,9671043,9866123,9814453
430964736,91897689,9894783,9730183,9931353,9741403
432013312,92094869,9902503,9826793,9902913,9828223
433061888,92289998,10009202,9840474,9914042,9850484
434110464,92566537,10061923,9995682,10572352,10218041
435159040,92784396,10070433,9841023,9944163,9857563
436207616,93031746,10098702,9881763,10052103,9930433
437256192,93269155,10055072,9881733,10019312,9982514
438304768,93462614,10112093,9908612,10045173,10062742
439353344,94643081,10688382,10158132,10159162,10035862
440401920,93955354,10146022,9985273,10127252,10028193
441450496,94119752,10188763,10024352,10140823,9984232
442499072,94329202,10147583,10069872,10561702,10027861
443547648,94627363,10249901,10149993,10251421,10027474
444596224,94835800,10223033,10037811,10208663,10052632
445644800,95059630,10254062,10039553,10235252,10267491
446693376,95268501,10310961,10251993,10490230,10288663
447741952,95474688,10462072,10164472,10262693,10182321
448790528,95767539,12105576,10481612,10592801,10270112
449839104,96054677,11021981,10352901,10543532,10227351
450887680,96158528,10388671,10222743,10310371,10232022
451936256,96387226,10440503,10256051,12331837,11164448
452984832,99428009,11906767,10997620,11427299,10949030
454033408,98949090,11244019,10817071,11171079,10899431
455081984,98747309,11064880,10848440,10954151,11138348
456130560,98964171,11201269,10849900,11003231,10807420
457179136,99246619,11911556,11224850,12590545,11107311
458227712,99736277,11302570,10943770,11192779,10910331
459276288,99675447,11396709,10988069,11389500,11077819
460324864,99878307,11268249,11117090,11388230,10984179
461373440,98500711,10749090,11151231,10677350,10753081
462422016,98635319,10709192,10481801,10628681,10509231
463470592,98882670,10580470,10517902,10522891,10541212
464519168,99078878,11701079,10957690,11338959,10639121
465567744,99301418,10911621,10578410,10727602,10589380
466616320,99508579,10812739,10564362,10874490,10708471
467664896,99695587,10823751,10601770,10784121,10586881
468713472,100046187,10833191,10606160,11048220,10688811
469762048,100222026,10815740,10608422,10807230,10634251
470810624,101230502,11507340,11170919,11407569,11121329
471859200,102296740,11713929,11218519,11396059,11228679
472907776,102615790,11544749,11210108,11355210,11273078
473956352,102711000,11435828,11221040,11549949,11276158
475004928,102941449,11481748,11168670,11499959,11426669
476053504,103221788,11496467,11215581,11902406,11323880
477102080,103371868,11521807,11220460,11508818,11303860
478150656,103586507,11543908,11267410,11562627,11342670
479199232,103797326,11927757,11349700,11604997,11382940
480247808,104084885,11782957,11429490,11603327,11401610
481296384,104335705,11711167,11353559,11647018,11447550
482344960,104479064,11736728,11437660,11741967,11498169
483393536,104666243,11661338,11385539,11630498,11501820
484442112,104935832,11677538,11391529,11691468,11426569
485490688,105267282,11719398,11509369,11640548,11465179
486539264,105386502,11944857,11520798,11669098,11552789
487587840,105684991,11743308,11559939,11754077,11522359
488636416,105912020,11702348,11567939,11769637,11564739
489684992,106155600,11775077,11594829,11787437,11638419
490733568,106311979,11803077,11560439,11822077,11648539
491782144,106534619,11881906,11630219,11847027,11661759
492830720,106757958,12469275,11716239,11886038,11651237
493879296,107051488,11890087,11701828,12031938,11746277
494927872,107233757,12142517,11721737,12256878,11916786
495976448,107486526,12136328,11867097,11989687,11858677
497025024,107725626,12088277,11755178,12030257,11779848
498073600,107882986,12073476,11714849,12030976,11801758
499122176,108148985,12021076,11795558,12028787,11821488
500170752,108408194,12605215,11998767,12167747,11865307
501219328,108700063,12323547,11872477,12290917,11939886
502267904,109016362,12286567,11963727,12174547,12267097
503316480,109213711,12331206,11974528,12249226,12086697
504365056,109457241,12534355,12044227,12280807,12012247
505413632,109665930,12463616,12018307,12485056,12050177
506462208,110318248,12590846,12038337,12375806,12390807
507510784,110498827,12907914,12292907,13239354,13063694
508559360,110583618,12689785,12382056,13165954,12439307
509607936,110717077,12694515,12408916,12378246,12380976
510656512,110855987,12620225,12589836,12824065,12555845
511705088,111116636,12609316,12253647,12475496,12261807
512753664,111351695,12550035,12236397,12401566,12259067
513802240,111458986,12563156,12225766,12514096,12274746
514850816,111657294,12621196,12170498,12453115,12207297
515899392,111838124,12464115,12215767,12416076,12241837
516947968,111987723,12583406,12233726,12451017,12225646
517996544,112203144,12485195,12223797,12691195,12454986
519045120,112559402,13735843,12767634,13301635,12419085
520093696,112799252,12565245,12357477,12575385,12364187
521142272,112834041,12713035,12515866,12670666,12363325
522190848,114760246,12952415,12403767,12514385,12351277
523239424,113302120,12597015,12384056,12571356,12558605
524288000,113642879,12676826,12376056,12614115,12434977
525336576,113877928,12741655,12407376,12675016,12684225
526385152,114067537,12932746,12495255,12723656,12521156
527433728,114088638,12688324,12465557,12666885,12478546
528482304,116627170,12816226,12536046,13140653,12600236
529530880,114530167,13127434,12556075,12845356,12658204
530579456,115024606,12807375,12530656,12740955,12520406
531628032,115332764,12805536,12787694,13531054,12734434
532676608,115565205,13044323,12628427,12804454,12650746
533725184,115680543,12907275,12603035,12861935,12624985
534773760,116060354,13039513,12673296,12909745,12717385
535822336,116310291,12881056,12635725,12916274,12727506
